TIME,COUNTRY,ISCEDF13,VALUE
2018,Spain,Medicine therapy and rehabilitation,0
2018,Spain,Welfare,321
2018,Spain,Care of the elderly and of disabled adults,0
2018,Spain,Child care and youth services,0
2018,Spain,Social work and counselling,321
2018,Spain,Services,2952
2018,Spain,Domestic services,0
2018,Spain,Hair and beauty services,101
2018,Spain,Hotel restaurants and catering,396
2018,Spain,Sports,660
2018,Spain,Travel tourism and leisure,1246
2018,Spain,Transport services,112
2018,France,Total,229623
2018,France,Education,4058
2018,France,Arts and humanities,37727
2018,France,Social sciences journalism and information,27160
2018,France,Business administration and law,62375
2018,France,Natural sciences mathematics and statistics,28586
2018,France,Biology,744
2018,France,Biochemistry,14
2018,France,Environment,475
2018,France,Physical sciences,11987
2018,France,Mathematics and statistics,6371
2018,France,Information and Communication Technologies,14177
2018,France,Engineering manufacturing and construction,36387
2018,France,Engineering and engineering trades,21496
2018,France,Manufacturing and processing,917
2018,France,Architecture and construction,7663
2018,France,Agriculture forestry fisheries and veterinary,692
2018,France,Health and welfare,16152
2018,France,Health,15503
2018,France,Dental studies,467
2018,France,Medicine therapy and rehabilitation,0
2018,France,Welfare,392
2018,France,Care of the elderly and of disabled adults,0
2018,France,Child care and youth services,5
2018,France,Social work and counselling,272
2018,France,Services,2249
2018,France,Domestic services,0
2018,France,Hair and beauty services,28
2018,France,Hotel restaurants and catering,385
2018,France,Sports,1041
2018,France,Travel tourism and leisure,368
2018,France,Transport services,98
2018,Croatia,Total,5014
2018,Croatia,Education,127
2018,Croatia,Arts and humanities,518
2018,Croatia,Social sciences journalism and information,308
2018,Croatia,Business administration and law,1094
2018,Croatia,Natural sciences mathematics and statistics,275
2018,Croatia,Biology,38
2018,Croatia,Biochemistry,15
2018,Croatia,Environment,31
2018,Croatia,Physical sciences,146
2018,Croatia,Mathematics and statistics,42
2018,Croatia,Information and Communication Technologies,119
2018,Croatia,Engineering manufacturing and construction,1139
2018,Croatia,Engineering and engineering trades,838
2018,Croatia,Manufacturing and processing,98
2018,Croatia,Architecture and construction,203
2018,Croatia,Agriculture forestry fisheries and veterinary,127
2018,Croatia,Health and welfare,956
2018,Croatia,Health,948
2018,Croatia,Dental studies,70
2018,Croatia,Medicine therapy and rehabilitation,0
2018,Croatia,Welfare,8
2018,Croatia,Care of the elderly and of disabled adults,0
2018,Croatia,Child care and youth services,0
2018,Croatia,Social work and counselling,8
2018,Croatia,Services,351
2018,Croatia,Domestic services,0
2018,Croatia,Hair and beauty services,0
2018,Croatia,Hotel restaurants and catering,3
2018,Croatia,Sports,60
2018,Croatia,Travel tourism and leisure,32
2018,Croatia,Transport services,177
2018,Italy,Total,106611
2018,Italy,Education,1651
2018,Italy,Arts and humanities,25642
2018,Italy,Social sciences journalism and information,13765
2018,Italy,Business administration and law,15637
2018,Italy,Natural sciences mathematics and statistics,5659
2018,Italy,Biology,0
2018,Italy,Biochemistry,0
2018,Italy,Environment,0
2018,Italy,Physical sciences,0
2018,Italy,Mathematics and statistics,0
2018,Italy,Information and Communication Technologies,2506
2018,Italy,Engineering manufacturing and construction,22214
2018,Italy,Engineering and engineering trades,0
2018,Italy,Manufacturing and processing,0
2018,Italy,Architecture and construction,0
2018,Italy,Agriculture forestry fisheries and veterinary,1689
2018,Italy,Health and welfare,11376
2018,Italy,Health,0
2018,Italy,Dental studies,0
2018,Italy,Medicine therapy and rehabilitation,0
2018,Italy,Welfare,0
2018,Italy,Care of the elderly and of disabled adults,0
2018,Italy,Child care and youth services,0
2018,Italy,Social work and counselling,0
2018,Italy,Services,1697
2018,Italy,Domestic services,0
2018,Italy,Hair and beauty services,0
2018,Italy,Hotel restaurants and catering,0
2018,Italy,Sports,0
2018,Italy,Travel tourism and leisure,0
2018,Italy,Transport services,0
2018,Cyprus,Total,11273
2018,Cyprus,Education,170
2018,Cyprus,Arts and humanities,340
2018,Cyprus,Social sciences journalism and information,461
2018,Cyprus,Business administration and law,7832
2018,Cyprus,Natural sciences mathematics and statistics,154
2018,Cyprus,Biology,108
2018,Cyprus,Biochemistry,1
2018,Cyprus,Environment,7
2018,Cyprus,Physical sciences,16
2018,Cyprus,Mathematics and statistics,22
2018,Cyprus,Information and Communication Technologies,298
2018,Cyprus,Engineering manufacturing and construction,434
2018,Cyprus,Engineering and engineering trades,179
2018,Cyprus,Manufacturing and processing,10
2018,Cyprus,Architecture and construction,245
2018,Cyprus,Agriculture forestry fisheries and veterinary,4
2018,Cyprus,Health and welfare,1348
2018,Cyprus,Health,1331
2018,Cyprus,Dental studies,16
2018,Cyprus,Medicine therapy and rehabilitation,0
2018,Cyprus,Welfare,17
2018,Cyprus,Care of the elderly and of disabled adults,0
2018,Cyprus,Child care and youth services,0
2018,Cyprus,Social work and counselling,17
2018,Cyprus,Services,232
2018,Cyprus,Domestic services,0
2018,Cyprus,Hair and beauty services,30
2018,Cyprus,Hotel restaurants and catering,105
2018,Cyprus,Sports,80
2018,Cyprus,Travel tourism and leisure,0
2018,Cyprus,Transport services,2
2018,Latvia,Total,7564
2018,Latvia,Education,52
2018,Latvia,Arts and humanities,227
2018,Latvia,Social sciences journalism and information,478
2018,Latvia,Business administration and law,2453
2018,Latvia,Natural sciences mathematics and statistics,47
2018,Latvia,Biology,6
2018,Latvia,Biochemistry,6
2018,Latvia,Environment,12
2018,Latvia,Physical sciences,21
2018,Latvia,Mathematics and statistics,2
2018,Latvia,Information and Communication Technologies,601
2018,Latvia,Engineering manufacturing and construction,840
2018,Latvia,Engineering and engineering trades,724
2018,Latvia,Manufacturing and processing,3
2018,Latvia,Architecture and construction,113
2018,Latvia,Agriculture forestry fisheries and veterinary,23
2018,Latvia,Health and welfare,2237
2018,Latvia,Health,2201
2018,Latvia,Dental studies,248
2018,Latvia,Medicine therapy and rehabilitation,0
2018,Latvia,Welfare,36
2018,Latvia,Care of the elderly and of disabled adults,20
2018,Latvia,Child care and youth services,0
2018,Latvia,Social work and counselling,16
2018,Latvia,Services,606
2018,Latvia,Domestic services,0
2018,Latvia,Hair and beauty services,0
2018,Latvia,Hotel restaurants and catering,12
2018,Latvia,Sports,14
2018,Latvia,Travel tourism and leisure,286
2018,Latvia,Transport services,209
2018,Lithuania,Total,6300
2018,Lithuania,Education,134
2018,Lithuania,Arts and humanities,622
2018,Lithuania,Social sciences journalism and information,1118
2018,Lithuania,Business administration and law,1652
2018,Lithuania,Natural sciences mathematics and statistics,129
2018,Lithuania,Biology,43
2018,Lithuania,Biochemistry,2
2018,Lithuania,Environment,22
2018,Lithuania,Physical sciences,28
2018,Lithuania,Mathematics and statistics,9
2018,Lithuania,Information and Communication Technologies,215
2018,Lithuania,Engineering manufacturing and construction,969
2018,Lithuania,Engineering and engineering trades,729
2018,Lithuania,Manufacturing and processing,27
2018,Lithuania,Architecture and construction,213
2018,Lithuania,Agriculture forestry fisheries and veterinary,99
2018,Lithuania,Health and welfare,1304
2018,Lithuania,Health,1205
2018,Lithuania,Dental studies,199
2018,Lithuania,Medicine therapy and rehabilitation,0
2018,Lithuania,Welfare,99
2018,Lithuania,Care of the elderly and of disabled adults,0
2018,Lithuania,Child care and youth services,9
2018,Lithuania,Social work and counselling,81
2018,Lithuania,Services,58
2018,Lithuania,Domestic services,0
2018,Lithuania,Hair and beauty services,2
2018,Lithuania,Hotel restaurants and catering,5
2018,Lithuania,Sports,26
2018,Lithuania,Travel tourism and leisure,6
2018,Lithuania,Transport services,17
2018,Luxembourg,Total,3362
2018,Luxembourg,Education,168
2018,Luxembourg,Arts and humanities,229
2018,Luxembourg,Social sciences journalism and information,419
2018,Luxembourg,Business administration and law,1462
2018,Luxembourg,Natural sciences mathematics and statistics,292
2018,Luxembourg,Biology,108
2018,Luxembourg,Biochemistry,0
2018,Luxembourg,Environment,21
2018,Luxembourg,Physical sciences,124
2018,Luxembourg,Mathematics and statistics,39
2018,Luxembourg,Information and Communication Technologies,276
2018,Luxembourg,Engineering manufacturing and construction,254
2018,Luxembourg,Engineering and engineering trades,58
2018,Luxembourg,Manufacturing and processing,23
2018,Luxembourg,Architecture and construction,89
2018,Luxembourg,Agriculture forestry fisheries and veterinary,130
2018,Luxembourg,Health and welfare,118
2018,Luxembourg,Health,61
2018,Luxembourg,Dental studies,0
2018,Luxembourg,Medicine therapy and rehabilitation,0
2018,Luxembourg,Welfare,57
2018,Luxembourg,Care of the elderly and of disabled adults,9
2018,Luxembourg,Child care and youth services,0
2018,Luxembourg,Social work and counselling,48
2018,Luxembourg,Services,14
2018,Luxembourg,Domestic services,0
2018,Luxembourg,Hair and beauty services,0
2018,Luxembourg,Hotel restaurants and catering,0
2018,Luxembourg,Sports,0
2018,Luxembourg,Travel tourism and leisure,0
2018,Luxembourg,Transport services,14
2018,Hungary,Total,32332
2018,Hungary,Education,650
2018,Hungary,Arts and humanities,2386
2018,Hungary,Social sciences journalism and information,3255
2018,Hungary,Business administration and law,2455
2018,Hungary,Natural sciences mathematics and statistics,954
2018,Hungary,Biology,333
2018,Hungary,Biochemistry,0
2018,Hungary,Environment,116
2018,Hungary,Physical sciences,414
2018,Hungary,Mathematics and statistics,91
2018,Hungary,Information and Communication Technologies,1429
2018,Hungary,Engineering manufacturing and construction,2828
2018,Hungary,Engineering and engineering trades,1628
2018,Hungary,Manufacturing and processing,313
2018,Hungary,Architecture and construction,887
2018,Hungary,Agriculture forestry fisheries and veterinary,1883
2018,Hungary,Health and welfare,9872
2018,Hungary,Health,9786
2018,Hungary,Dental studies,1225
2018,Hungary,Medicine therapy and rehabilitation,0
2018,Hungary,Welfare,86
2018,Hungary,Care of the elderly and of disabled adults,0
2018,Hungary,Child care and youth services,34
2018,Hungary,Social work and counselling,52
2018,Hungary,Services,625
2018,Hungary,Domestic services,0
2018,Hungary,Hair and beauty services,0
2018,Hungary,Hotel restaurants and catering,0
2018,Hungary,Sports,91
2018,Hungary,Travel tourism and leisure,500
2018,Hungary,Transport services,1
2018,Malta,Total,1515
2018,Malta,Education,87
2018,Malta,Arts and humanities,121
2018,Malta,Social sciences journalism and information,185
2018,Malta,Business administration and law,533
2018,Malta,Natural sciences mathematics and statistics,28
2018,Malta,Biology,9
2018,Malta,Biochemistry,0
2018,Malta,Environment,2
2018,Malta,Physical sciences,16
2018,Malta,Mathematics and statistics,1
2018,Malta,Information and Communication Technologies,92
2018,Malta,Engineering manufacturing and construction,58
2018,Malta,Engineering and engineering trades,43
2018,Malta,Manufacturing and processing,0
2018,Malta,Architecture and construction,15
2018,Malta,Agriculture forestry fisheries and veterinary,3
2018,Malta,Health and welfare,356
2018,Malta,Health,333
2018,Malta,Dental studies,38
2018,Malta,Medicine therapy and rehabilitation,0
2018,Malta,Welfare,23
2018,Malta,Care of the elderly and of disabled adults,4
2018,Malta,Child care and youth services,5
2018,Malta,Social work and counselling,14
2018,Malta,Services,52
2018,Malta,Domestic services,1
2018,Malta,Hair and beauty services,0
2018,Malta,Hotel restaurants and catering,19
2018,Malta,Sports,1
2018,Malta,Travel tourism and leisure,25
2018,Malta,Transport services,4
2018,Netherlands,Total,104690
2018,Netherlands,Education,2233
2018,Netherlands,Arts and humanities,11407
2018,Netherlands,Social sciences journalism and information,18231
2018,Netherlands,Business administration and law,27194
2018,Netherlands,Natural sciences mathematics and statistics,7016
2018,Netherlands,Biology,604
2018,Netherlands,Biochemistry,1777
2018,Netherlands,Environment,916
2018,Netherlands,Physical sciences,1593
2018,Netherlands,Mathematics and statistics,610
2018,Netherlands,Information and Communication Technologies,3076
2018,Netherlands,Engineering manufacturing and construction,11594
2018,Netherlands,Engineering and engineering trades,6849
2018,Netherlands,Manufacturing and processing,1006
2018,Netherlands,Architecture and construction,2493
2018,Netherlands,Agriculture forestry fisheries and veterinary,1726
2018,Netherlands,Health and welfare,7359
2018,Netherlands,Health,4812
2018,Netherlands,Dental studies,108
2018,Netherlands,Medicine therapy and rehabilitation,0
2018,Netherlands,Welfare,1817
2018,Netherlands,Care of the elderly and of disabled adults,1037
2018,Netherlands,Child care and youth services,3
2018,Netherlands,Social work and counselling,777
2018,Netherlands,Services,5847
2018,Netherlands,Domestic services,110
2018,Netherlands,Hair and beauty services,0
2018,Netherlands,Hotel restaurants and catering,2018
2018,Netherlands,Sports,282
2018,Netherlands,Travel tourism and leisure,2332
2018,Netherlands,Transport services,834
2018,Austria,Total,75259
2018,Austria,Education,4285
2018,Austria,Arts and humanities,10936
2018,Austria,Social sciences journalism and information,14330
2018,Austria,Business administration and law,12606
2018,Austria,Natural sciences mathematics and statistics,8091
