"TIME","GEO","UNIT","SECTOR","COFOG99","NA_ITEM","Value"
"2014","Portugal","Percentage of gross domestic product (GDP)","General government","Medical products, appliances and equipment","Total general government expenditure","0.4"
"2014","Portugal","Percentage of gross domestic product (GDP)","General government","Outpatient services","Total general government expenditure","1.8"
"2014","Portugal","Percentage of gross domestic product (GDP)","General government","Hospital services","Total general government expenditure","3.6"
"2014","Portugal","Percentage of gross domestic product (GDP)","General government","Recreation, culture and religion","Total general government expenditure","0.9"
"2014","Portugal","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure","0.3"
"2014","Portugal","Percentage of gross domestic product (GDP)","General government","Cultural services","Total general government expenditure","0.3"
"2014","Portugal","Percentage of gross domestic product (GDP)","General government","Education","Total general government expenditure","5.3"
"2014","Portugal","Percentage of gross domestic product (GDP)","General government","Tertiary education","Total general government expenditure","0.7"
"2014","Portugal","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","19.0"
"2014","Portugal","Percentage of gross domestic product (GDP)","General government","Sickness and disability","Total general government expenditure","1.4"
"2014","Portugal","Percentage of gross domestic product (GDP)","General government","Old age","Total general government expenditure","12.6"
"2014","Portugal","Percentage of gross domestic product (GDP)","General government","Family and children","Total general government expenditure","1.0"
"2014","Portugal","Percentage of gross domestic product (GDP)","General government","Unemployment","Total general government expenditure","1.3"
"2014","Portugal","Percentage of gross domestic product (GDP)","General government","Housing","Total general government expenditure","0.2"
"2014","Portugal","Percentage of gross domestic product (GDP)","General government","Social exclusion n.e.c.","Total general government expenditure","0.3"
"2014","Romania","Percentage of gross domestic product (GDP)","General government","Total","Total general government expenditure","35.3"
"2014","Romania","Percentage of gross domestic product (GDP)","General government","General public services","Total general government expenditure","4.7"
"2014","Romania","Percentage of gross domestic product (GDP)","General government","Defence","Total general government expenditure","0.7"
"2014","Romania","Percentage of gross domestic product (GDP)","General government","Public order and safety","Total general government expenditure","2.1"
"2014","Romania","Percentage of gross domestic product (GDP)","General government","Economic affairs","Total general government expenditure","6.3"
