"SEX","GEO","INDIC_SE","ISCO08","NACE_R2","TIME","SIZECLAS","UNIT","Value"
"Males","Switzerland","Gross earnings","Total","Industry (except construction)","2018","10 employees or more","Euro","6,812"
"Males","Switzerland","Gross earnings","Total","Mining and quarrying","2018","10 employees or more","Euro","6,327"
"Males","Switzerland","Gross earnings","Total","Manufacturing","2018","10 employees or more","Euro","6,773"
"Males","Switzerland","Gross earnings","Total","Electricity, gas, steam and air conditioning supply","2018","10 employees or more","Euro","7,832"
"Males","Switzerland","Gross earnings","Total","Water supply; sewerage, waste management and remediation activities","2018","10 employees or more","Euro","6,354"
"Males","Switzerland","Gross earnings","Total","Construction","2018","10 employees or more","Euro","6,145"
"Males","Switzerland","Gross earnings","Total","Services (except activities of households as employers and extra-territorial organisations and bodies)","2018","10 employees or more","Euro","7,582"
"Males","Switzerland","Gross earnings","Total","Services (except public administration, defense, compulsory social security, activities of households as employers and extra-territorial organisations and bodies)","2018","10 employees or more","Euro","7,579"
"Males","Switzerland","Gross earnings","Total","Wholesale and retail trade; transport; accommodation and food service activities; information and communication","2018","10 employees or more","Euro","6,792"
"Males","Switzerland","Gross earnings","Total","Wholesale and retail trade; repair of motor vehicles and motorcycles","2018","10 employees or more","Euro","6,916"
"Males","Switzerland","Gross earnings","Total","Transportation and storage","2018","10 employees or more","Euro","6,197"
"Males","Switzerland","Gross earnings","Total","Accommodation and food service activities","2018","10 employees or more","Euro","4,612"
"Males","Switzerland","Gross earnings","Total","Information and communication","2018","10 employees or more","Euro","9,175"
"Males","Switzerland","Gross earnings","Total","Financial and insurance activities; real estate activities; professional, scientific and technical activities; administrative and support service activities","2018","10 employees or more","Euro","8,664"
"Males","Switzerland","Gross earnings","Total","Financial and insurance activities","2018","10 employees or more","Euro","11,236"
"Males","Switzerland","Gross earnings","Total","Real estate activities","2018","10 employees or more","Euro","7,805"
"Males","Switzerland","Gross earnings","Total","Professional, scientific and technical activities","2018","10 employees or more","Euro","9,499"
"Males","Switzerland","Gross earnings","Total","Administrative and support service activities","2018","10 employees or more","Euro","5,865"
"Males","Switzerland","Gross earnings","Total","Public administration and defence; compulsory social security; education; human health and social work activities; arts, entertainment and recreation; other service activities","2018","10 employees or more","Euro","7,610"
"Males","Switzerland","Gross earnings","Total","Public administration and defence; compulsory social security","2018","10 employees or more","Euro","8,837"
"Males","Switzerland","Gross earnings","Total","Education; human health and social work activities; arts, entertainment and recreation; other service activities","2018","10 employees or more","Euro","7,597"
"Males","Switzerland","Gross earnings","Total","Education","2018","10 employees or more","Euro","8,401"
"Males","Switzerland","Gross earnings","Total","Human health and social work activities","2018","10 employees or more","Euro","7,398"
"Males","Switzerland","Gross earnings","Total","Arts, entertainment and recreation","2018","10 employees or more","Euro","6,851"
"Males","Switzerland","Gross earnings","Total","Other service activities","2018","10 employees or more","Euro","7,543"
"Males","United Kingdom","Gross earnings","Total","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","2018","10 employees or more","Euro","3,677"
"Males","United Kingdom","Gross earnings","Total","Industry, construction and services (except public administration, defense, compulsory social security)","2018","10 employees or more","Euro","3,677"
"Males","United Kingdom","Gross earnings","Total","Business economy","2018","10 employees or more","Euro","3,672"
"Males","United Kingdom","Gross earnings","Total","Industry and construction","2018","10 employees or more","Euro","3,658"
"Males","United Kingdom","Gross earnings","Total","Industry (except construction)","2018","10 employees or more","Euro","3,589"
"Males","United Kingdom","Gross earnings","Total","Mining and quarrying","2018","10 employees or more","Euro","5,114"
"Males","United Kingdom","Gross earnings","Total","Manufacturing","2018","10 employees or more","Euro","3,509"
"Males","United Kingdom","Gross earnings","Total","Electricity, gas, steam and air conditioning supply","2018","10 employees or more","Euro","4,420"
"Males","United Kingdom","Gross earnings","Total","Water supply; sewerage, waste management and remediation activities","2018","10 employees or more","Euro","3,487"
"Males","United Kingdom","Gross earnings","Total","Construction","2018","10 employees or more","Euro","3,874"
"Males","United Kingdom","Gross earnings","Total","Services (except activities of households as employers and extra-territorial organisations and bodies)","2018","10 employees or more","Euro","3,682"
"Males","United Kingdom","Gross earnings","Total","Services (except public administration, defense, compulsory social security, activities of households as employers and extra-territorial organisations and bodies)","2018","10 employees or more","Euro","3,682"
"Males","United Kingdom","Gross earnings","Total","Wholesale and retail trade; transport; accommodation and food service activities; information and communication","2018","10 employees or more","Euro","3,213"
